,Name,Edges,Type,Relationship,Collection
1609,Unown,"['Galen', 'Jack Walker', 'James', 'Ash Ketchum', 'Officer Jenny']",One-timer,Pokémon,Movie
1610,Entei,"['The Phantom', ""Ash's Pikachu""]",One-timer,Pokémon,Movie
1611,Sam,"['The Phantom', 'The Marina Group', 'Ash Ketchum', 'Max', 'Lizabeth', 'Judy']",One-timer,Other,Movie
1612,Towa,"['Jack Walker', 'The Phantom']",One-timer,Other,Movie
1613,Dundee,"['Shep', 'Meredith', 'The Marina Group', 'Ash Ketchum', 'Jack Walker', 'The Phantom', 'Max']",One-timer,Other,Movie
1614,Mr. White,"['Lizabeth', 'The Marina Group', 'Ash Ketchum', 'Jack Walker', 'The Phantom', 'Meredith']",One-timer,Other,Movie
1615,Diana,"['Lizabeth', 'Shep', 'The Marina Group', 'Ash Ketchum', 'Jack Walker', 'The Phantom']",One-timer,Other,Movie
1616,Iron-Masked Marauder,"['Meredith', 'Lizabeth', 'Shep', 'The Marina Group', 'Ash Ketchum', 'Jack Walker', 'The Phantom']",One-timer,Team Rocket,Movie
1617,Pokémon poacher,"['Shep', 'Meredith', 'Lizabeth', 'Jack Walker']",One-timer,Other,Movie
1618,Celebi,"['The Phantom', 'Jack Walker', 'Galen']",One-timer,Pokémon,Movie
1619,Suicune,"['Shep', 'Jack Walker', 'Ash Ketchum']",One-timer,Pokémon,Movie
1620,Annie,"['Ash Ketchum', 'Sheena', ""Ash's Pikachu"", ""Dawn's Piplup""]",One-timer,Other,Movie
1621,Oakley,"['Ash Ketchum', 'Sheena']",One-timer,Other,Movie
1622,Latias,"['Alice', 'Godey', 'Baron Alberto', 'Alicia']",One-timer,Pokémon,Movie
1623,Latios,"['Allegra', 'Ash Ketchum', ""Ash's Pikachu"", 'Baron Alberto']",One-timer,Pokémon,Movie
1624,Ross,"['Maury', 'Ash Ketchum', ""Brock's Croagunk"", 'Baron Alberto', ""Dawn's Piplup""]",One-timer,Other,Movie
1625,Lorenzo,"['Maury', 'Allegra', 'Ash Ketchum', ""Dawn's Piplup"", 'Baron Alberto']",One-timer,Other,Movie
1626,Bianca,"['Tonio', 'Ash Ketchum', 'Godey', 'Baron Alberto', 'Alicia', ""Ash's Pikachu""]",One-timer,Other,Movie
1627,Butler,"['Alice', 'Ash Ketchum', 'Godey', 'Tonio']",Recurring,Team Magma,Movie
1628,Diane,"['Baron Alberto', 'Ash Ketchum', ""Ash's Pikachu"", ""Dawn's Buizel"", 'Alice', 'Alicia']",Recurring,Other,Movie
1629,Jirachi,"['Alice', 'Godey']",One-timer,Pokémon,Movie
1630,Meta Groudon,"['Tonio', 'Ash Ketchum']",One-timer,Other,Movie
1631,Bogie,"['Ash Ketchum', 'Zero']",Recurring,Other,Movie
1632,Brendan,"['Zero', 'Ash Ketchum', ""Ash's Pikachu"", ""Dawn's Piplup"", 'Sheena']",Recurring,Other,Movie
1633,Professor Lund,"['Newton Graceland', 'Infi', 'Ash Ketchum', ""Dawn's Swinub"", ""Dawn's Buneary"", 'Officer Jenny']",One-timer,Other,Movie
1634,Yuko,"['Zero', 'Newton Graceland']",One-timer,Other,Movie
1635,Tory Lund,"['Zero', 'Ash Ketchum', 'Jessie', 'James', 'Infi']",One-timer,Other,Movie
1636,Deoxys,"['Moose', 'Ash Ketchum', 'Sylvan', 'Shun', 'Taka', 'Zero']",One-timer,Pokémon,Movie
1637,Rayquaza,"['Ash Ketchum', 'Sylvan', 'Shun', 'Taka', 'Zero']",One-timer,Pokémon,Movie
1638,Rafe,"['Shun', 'Taka', 'Ash Ketchum', 'Moose', 'Zero']",One-timer,Other,Movie
1639,Sid,"['Sylvan', 'Taka', 'Ash Ketchum', 'Moose', 'Zero']",One-timer,Other,Movie
1640,Audrey,"['Sylvan', 'Shun', 'Ash Ketchum', 'Moose', 'Zero']",One-timer,Other,Movie
1641,Rebecca,"['Professor Rowan', 'Cynthia']",Recurring,Other,Movie
1642,Ōyama,"['Damos', 'Ash Ketchum', 'Sheena', 'Marcus']",One-timer,Other,Movie
1643,Gurū,"['Sheena', 'Marcus', 'Ash Ketchum', 'Spiky-eared Pichu']",One-timer,Other,Movie
1644,Block Bot,"['Ash Ketchum', 'Kiko']",One-timer,Other,Movie
1645,Lucario,"['Ash Ketchum', 'Kato']",One-timer,Pokémon,Movie
1646,Sir Aaron,"['Damos', 'Zero', 'Ash Ketchum', ""Ash's Pikachu"", ""Dawn's Piplup"", 'Marcus']",One-timer,Other,Movie
1647,Mew,"['Sheena', 'Zero', 'Damos', 'Ash Ketchum']",One-timer,Pokémon,Movie
1648,Queen Rin,"['Damos', 'Tapp', ""Marcus's soldiers"", 'Ash Ketchum', 'Sheena', ""Dawn's Piplup"", 'Spiky-eared Pichu']",One-timer,Other,Movie
1649,Queen Ilene,"['Ash Ketchum', 'Sheena', 'Marcus', ""Ash's Pikachu"", ""Dawn's Piplup"", 'Spiky-eared Pichu', 'Tapp']",One-timer,Other,Movie
1650,Jenny,"['Marcus', 'Damos', 'Ash Ketchum', 'Spiky-eared Pichu']",One-timer,Other,Movie
1651,Kidd Summers,"['Anabel', 'Volkner', 'Crasher Wake', 'Riley', 'Cheryl', 'Mira', 'Marley', 'Brandon']",One-timer,Other,Movie
1652,Banks,"['Professor Elm', 'Professor Oak', 'Damos', ""Ash's Pikachu"", ""Dawn's Piplup"", 'Ash Ketchum', 'Marcus']",One-timer,Other,Movie
1653,Freddy,"['Grings Kodai', 'Goone', 'Rowena', 'Karl']",One-timer,Other,Movie
1654,Regirock,"['Grings Kodai', 'Ash Ketchum', 'Karl', ""Dawn's Piplup"", ""Ash's Pikachu"", 'Rowena']",One-timer,Pokémon,Movie
1655,Regice,"['Ash Ketchum', 'Rowena', 'Karl', ""Ash's Pikachu"", ""Dawn's Piplup"", 'Officer Jenny', 'Goone']",One-timer,Pokémon,Movie
1656,Registeel,"['Grings Kodai', 'Rowena', 'Ash Ketchum', 'Karl', ""Brock's Croagunk""]",One-timer,Pokémon,Movie
1657,Mother and daughter,"['Grings Kodai', 'Goone', 'Ash Ketchum', 'Karl']",Recurring,Other,Movie
1658,The Phantom,"['Karl', 'Ash Ketchum', 'Rowena', 'Grings Kodai', 'Officer Jenny']",One-timer,Other,Movie
1659,Galen,"['Ash Ketchum', 'Karl', 'Rowena', 'Grings Kodai', 'Officer Jenny']",One-timer,Other,Movie
1660,Jack Walker,"['Grings Kodai', 'Ash Ketchum', 'Officer Jenny', 'Goone', 'Rowena']",One-timer,Pokémon,Movie
1661,Judy,"['Officer Jenny', 'Ash Ketchum', 'Grings Kodai']",One-timer,Other,Movie
1662,Lizabeth,"['Professor Elm', 'Professor Oak', 'Lance', 'Ash Ketchum', ""Jimmy's Typhlosion""]",One-timer,Other,Movie
1663,Shep,"['Grings Kodai', 'Rowena']",One-timer,Other,Movie
1664,Meredith,"['Grings Kodai', 'Rowena']",One-timer,Other,Movie
1665,Kyle,"['Grings Kodai', 'Rowena']",One-timer,Other,Movie
1666,The Marina Group,['Grings Kodai'],One-timer,Other,Movie
1667,Manaphy,"['King of the People of the Vale', 'Ash Ketchum', ""Ash's Tepig"", ""Ash's Scraggy"", 'Damon', ""Ash's Pikachu"", 'Juanita']",One-timer,Pokémon,Movie
1668,Gabu,"['Juanita', 'Mannes', 'Carlita', 'Ash Ketchum', 'King of the People of the Vale']",One-timer,Other,Movie
1669,Dialga,"['Juanita', 'Damon', 'Ash Ketchum', ""Ash's Scraggy""]",Recurring,Pokémon,Movie
1670,Palkia,"['Damon', 'Carlita', 'Mannes', 'Ash Ketchum']",Recurring,Pokémon,Movie
1671,Tonio,"['Ash Ketchum', 'Damon', 'Juanita', 'Carlita']",One-timer,Other,Movie
1672,Maury,"['Ash Ketchum', ""Ash's Pikachu""]",One-timer,Other,Movie
1673,Allegra,"[""Iris's Emolga"", ""Iris's Excadrill"", 'Ash Ketchum', ""Ash's Oshawott""]",One-timer,Other,Movie
1674,Kai,"['Ash Ketchum', ""Ash's Tepig""]",One-timer,Other,Movie
1675,Alice,"['Damon', 'Ravine', 'Manuke', 'Luis']",Recurring,Other,Movie
1676,Baron Alberto,"['Glacine', 'Donuke', 'Damon', 'Luisa']",Recurring,Other,Movie
1677,Darkrai,"['Damon', 'Mannes']",One-timer,Pokémon,Movie
1678,Alicia,"['Glacine', 'Damon', 'Luis']",One-timer,Other,Movie
1679,Godey,"['Damon', 'Mannes']",One-timer,Other,Movie
1680,Shaymin,"['Ravine', 'Damon', 'Luisa']",One-timer,Pokémon,Movie
1681,Giratina,[],Recurring,Pokémon,Movie
1682,Zero,"['N', 'King of the People of the Vale']",Recurring,Other,Movie
1683,Infi,['Ash Ketchum'],Recurring,Other,Movie
1684,Newton Graceland,"['Ash Ketchum', ""Ash's Pikachu"", ""Ash's Oshawott"", ""Ash's Scraggy"", ""Iris's Axew"", 'Malin']",Recurring,Other,Movie
1685,Layla,[],One-timer,Other,Movie
1686,Moose,"['Ash Ketchum', ""Ash's Pikachu""]",One-timer,Other,Movie
1687,Sylvan,['Ash Ketchum'],One-timer,Other,Movie
1688,Shun,['Ash Ketchum'],One-timer,Other,Movie
1689,Taka,"['Genesect Army', 'Ash Ketchum']",One-timer,Other,Movie
1690,Kako,"['Diona', 'Genesect Army', 'Eric']",One-timer,Other,Movie
1691,Lucas,['Eric'],One-timer,Other,Movie
1692,Arceus,"['Argus Steel', 'Millis Steel', 'Merilyn', 'Riot', 'Ash Ketchum', ""Ash's Pikachu""]",One-timer,Pokémon,Movie
1693,Damos,"['Millis Steel', 'Ash Ketchum', ""Ash's Hawlucha"", 'Riot', 'Merilyn']",One-timer,Other,Movie
1694,Kato,"['Millis Steel', 'Merilyn', 'Riot']",One-timer,Other,Movie
1695,Kiko,"['Riot', 'Argus Steel', 'Millis Steel', 'Ash Ketchum', ""Ash's Pikachu"", ""Ash's Froakie""]",One-timer,Other,Movie
1696,Sheena,"['Merilyn', 'Argus Steel', 'Millis Steel', 'Ash Ketchum', ""Ash's Pikachu"", ""Clemont's Chespin"", ""Serena's Fennekin"", ""Ash's Froakie"", ""Clemont's Dedenne""]",One-timer,Other,Movie
1697,Kevin,"['Diantha', 'Ash Ketchum', 'Goh', 'Rinto', 'Korrina', 'Malva']",One-timer,Other,Movie
1698,Marcus,['Ash Ketchum'],One-timer,Other,Movie
1699,Marcus's soldiers,"['Meray', 'Baraz']",One-timer,Other,Movie
1700,Tapp,"['Raleigh', 'Kimia', 'Levi', 'Cherie', 'Ash Ketchum', 'Jessie', 'James', 'Nikola', 'Squishy', ""Ash's Pikachu""]",One-timer,Other,Movie
1701,Palmer,"['Raleigh', 'Nikola', 'Alva', 'Flamel', 'Ash Ketchum', 'Pokémon poacher', 'Levi', 'Cherie', 'Squishy']",Recurring,Other,Movie
1702,Spiky-eared Pichu,"['Kimia', 'Nikola', 'Alva', 'Levi']",One-timer,Pokémon,Movie
1703,Zoroark,"['Alva', 'Levi', 'Ash Ketchum']",One-timer,Pokémon,Movie
1704,Zorua,"['Alva', 'Cherie', 'Ash Ketchum', 'Raleigh']",One-timer,Pokémon,Movie
1705,Grings Kodai,['Raleigh'],One-timer,Other,Movie
1706,Goone,"['Kimia', 'Raleigh', 'Alva', 'Nikola']",One-timer,Other,Movie
1707,Rowena,"['Cherie', 'Levi', 'Ash Ketchum', 'Alva', 'Kimia']",One-timer,Other,Movie
1708,Joe,"['Nikola', 'Levi', 'Cherie', 'Alva', 'Ash Ketchum', 'Kimia', 'Squishy']",One-timer,Other,Movie
1709,Tammy,"['Ash Ketchum', 'Gary Oak', 'Delia Ketchum', ""Ash's Caterpie"", 'Verity', 'Sorrel', ""Ash's Charmander"", 'Cross', 'Margo', 'Risa', 'Mayor Oliver', 'Toren', 'Harriet', 'Callahan']",One-timer,Other,Movie
1710,Karl,"['James', 'Ash Ketchum', ""Ash's Pikachu"", 'Astin', 'Austin', ""Nurse Joy's Blissey"", 'Cassidy', ""Jessie's Ekans"", ""James's Koffing"", 'Nurse Joy', 'Lt. Surge', ""Lt. Surge's Raichu"", ""Ash's Primeape"", ""Jessie's Lickitung"", ""Jessie's Wobbuffet"", 'Lilian Meridian', ""James's Mime Jr."", 'Harley', 'Zoey', ""Zoey's Glameow"", ""Ash's Aipom"", ""Dawn's Pachirisu"", 'Raoul Contesta', 'Mr. Sukizo', ""Kenny's Prinplup"", 'Wallace', ""Jessie's Seviper"", 'Princess Salvia', ""Dawn's Togekiss"", ""Dawn's Buneary"", ""Dawn's Cyndaquil"", ""Jessie's Frillish"", ""Jessie's Woobat"", ""Jessie's Pumpkaboo"", 'Alouette', 'Dr. White', ""James's Inkay"", 'Delilah', 'Count Pumpka', 'Monsieur Pierre', 'Squishy', 'Z2', 'Aliana', 'Mable', ""Alain's Charizard"", 'Nini', 'Concetta', 'Malva', 'Alain', 'Lysandre', 'Mairin', 'Professor Sycamore', 'Celosia', 'Giant Rock', 'Diantha', ""Diantha's Gardevoir"", ""Jessie's Mimikyu"", 'Matori', 'Oluolu', ""James's Mareanie"", 'Johanna', 'Giovanni', 'Carl', 'Koga', 'Sabrina', 'Butch', 'Attila', 'Hun', 'Oakley', 'Domino', 'Iron-Masked Marauder', 'Dr. Namba', 'Professor Sebastian', 'Rocket Scout', 'Jubei', 'Pierce', 'Dr. Zager', 'Gozu', 'Blaine']",One-timer,Other,Movie
1711,Peg,"['Jessie', 'Ash Ketchum', ""Ash's Pikachu"", 'Jessebelle', 'Growlie', ""Jessie's Ekans"", ""James's Koffing"", 'Nurse Joy', 'Lt. Surge', ""Lt. Surge's Raichu"", ""James's parents"", ""Misty's Poliwag"", 'DJ Mary', ""James's Chimecho"", ""James's Mime Jr."", 'Cassidy', ""James's Carnivine"", 'Mr. Cheeves', ""James's Cacnea"", 'Gardenia', 'Steveland', ""James's Amoonguss"", ""James's Inkay"", 'Monsieur Pierre', 'Squishy', 'Z2', 'Aliana', 'Mable', ""Alain's Charizard"", 'Malva', 'Alain', 'Mairin', 'Professor Sycamore', 'Celosia', 'Giant Rock', 'Diantha', ""Diantha's Gardevoir"", ""Jessie's Mimikyu"", ""James's Mareanie"", 'Oluolu', ""Gladion's Lycanroc"", 'Officer Jenny', 'Juan', 'Norman', ""James's Victreebel"", 'Magikarp salesman', 'Giovanni', 'Butch', 'Carl', 'Koga', 'Sabrina', 'Attila', 'Hun', 'Oakley', 'Domino', 'Iron-Masked Marauder', 'Dr. Namba', 'Professor Sebastian', 'Rocket Scout', 'Jubei', 'Matori', 'Pierce', 'Dr. Zager', 'Gozu', 'Blaine']",Recurring,Other,Movie
1712,Ethan,"['Verity', ""Ash's Charmander"", 'Cross', 'Delia Ketchum', 'Bonji', 'Ash Ketchum']",One-timer,Other,Movie
1713,Raikou,"['Nurse Joy', 'Sorrel', 'Ash Ketchum']",One-timer,Pokémon,Movie
1714,Entei,"['Verity', 'Sorrel']",One-timer,Pokémon,Movie
1715,Suicune,"[""Ash's Charmander"", 'Verity', 'Ash Ketchum']",One-timer,Pokémon,Movie
1716,Celebi,"['Ash Ketchum', ""Ash's Pikachu"", 'Nurse Joy', 'Gary Oak', 'Stella', 'Mimey', 'Professor Oak', 'Cleavon Schpielbunk', 'Ritchie', 'Tracey Sketchit', ""May's Bulbasaur"", ""May's Munchlax"", 'Professor Birch', ""Gary's Electivire"", 'Johanna', 'Professor Juniper', 'Alexa', 'Samson Oak', ""Ash's Rockruff"", ""Ash's Rowlet"", ""Ash's Litten"", ""Sophocles's parents"", 'Tupp', 'Zipp', 'Rapp', 'Professor Cerise', ""Ash's Riolu"", 'Goh', 'Professor Ivy', 'Spencer Hale', 'Molly Hale', 'Verity', 'Sorrel', ""Ash's Bulbasaur"", ""Ash's Squirtle"", ""Ash's Snorlax""]",One-timer,Pokémon,Movie
1717,Victini,"['Ash Ketchum', 'Foster', 'Professor Elm', 'Spencer Hale', 'Delia Ketchum', 'Goh', 'Chloe', 'Gary Oak', ""Ash's Pikachu"", 'Professor Ivy', 'Tracey Sketchit', 'Kurt', 'DJ Mary', 'Nurse Joy', ""Ash's Larvitar"", 'Professor Birch', 'Max', ""May's Squirtle"", ""May's Bulbasaur"", ""Ash's Bulbasaur"", 'Drew', 'Scott', ""Drew's Roselia"", ""May's Skitty"", 'Johanna', 'James', 'Professor Juniper', 'Alexa', ""Ash's Froakie"", 'Samson Oak', 'Professor Cerise', 'Butch', 'Cassidy', ""Ash's Tauros"", 'Agatha', 'Bill', 'Cross']",One-timer,Pokémon,Movie
1718,Damon,"[""Ash's Pikachu"", 'Officer Jenny', ""Lt. Surge's Raichu"", ""Ash's Muk"", ""Ash's Bulbasaur"", 'Ritchie', 'Professor Ivy', ""Ash's Lapras"", 'Three punks', 'Umberto', 'Tracey Sketchit', ""Tracey's Scyther"", ""Ash's Snorlax"", 'Ash Ketchum', ""Ash's Chikorita"", 'Professor Alden', 'Raoul Contesta', 'Mr. Sukizo', ""Stephanie's father"", 'Norman', 'Caroline', ""Ash's Snorunt"", 'James', 'Brandon', ""Ash's Corphish"", ""Brock's Happiny"", ""Dawn's Piplup"", 'Johanna', 'Fantina', ""Nurse Joy's Audino"", ""Iris's Axew"", 'Alexa', ""Nurse Joy's Wigglytuff"", 'Head Nurse', ""Nurse Joy's Comfey"", ""Nurse Joy's Blissey"", 'Zipp', ""Brock's Comfey"", 'Goh', ""Goh's Scorbunny"", ""Ash's Riolu"", ""Ash's Farfetch'd"", 'Don George', 'Porter', ""Nurse Joy's Chansey"", 'Hayden', 'Verity', 'Cross']",One-timer,Other,Movie
1719,Reshiram,"['Falkner', ""Ash's Pikachu"", 'Ash Ketchum', 'Jessie', 'James', ""Ash's Bulbasaur"", ""Ash's Charmander"", 'Otoshi', 'Misty', 'Brock', 'Blaine', 'Lance', 'Pryce']",One-timer,Pokémon,Movie
1720,Zekrom,"['Professor Oak', 'Bruno', 'Kurt', 'Ash Ketchum', 'Scott', ""Agatha's Gengar"", ""Ash's Pikachu"", ""James's Cacnea"", 'Lance', 'Misty', 'Koga']",One-timer,Pokémon,Movie
1721,Carlita,"['Neesha', 'Fergus', 'Ash Ketchum', 'Officer Jenny']",One-timer,Other,Movie
1722,Juanita,"['Ash Ketchum', 'Officer Jenny', 'Corey']",One-timer,Other,Movie
1723,Mannes,"['Ash Ketchum', 'Goh', ""Gary's cheerleaders"", 'Samurai', ""Ash's Krabby"", 'Foreman', 'Officer Jenny', ""Gary's Arcanine"", 'Melissa', ""Ash's Pikachu"", ""Gary's Eevee"", 'Alex Davis', 'Dora', ""Gary's Electivire"", 'Professor Rowan', 'J', ""J's henchmen"", ""Ash's Gligar"", 'Saturn', 'Cyrus', 'Paul', ""Gary's Squirtle"", 'Mr. Shellby', ""Ash's Snorlax"", 'Butch', 'Cassidy', 'Ritchie', ""Brock's Vulpix""]",One-timer,Other,Movie
1724,Mako,"[""Misty's Psyduck"", 'Ash Ketchum', 'Tracey Sketchit', ""Misty's Goldeen"", ""Misty's Staryu""]",One-timer,Other,Movie
1725,Tatsuki,"['Ash Ketchum', ""Tierno's Squirtle"", ""Ash's Froakie"", ""Ash's Pikachu"", 'Clembot', 'Jessie', 'James', 'Olympia', 'Sawyer', 'Diantha']",One-timer,Other,Movie
1726,Leeku,"[""Ash's Caterpie"", 'Verity', 'Sorrel', ""Ash's Charmander"", 'Cross', 'Risa']",One-timer,Other,Movie
1727,Luisa,"['Ash Ketchum', ""Ash's Pikachu"", ""Ash's Pidgeotto"", ""James's Koffing"", ""Jessie's Ekans"", 'Samurai', ""Misty's Staryu"", 'A.J.', ""Ash's Raticate"", ""Ash's Bulbasaur"", 'Pink Butterfree', 'Gary Oak']",One-timer,Other,Movie
1728,Luis,"['Ash Ketchum', 'Damian', ""Ash's Pikachu"", ""Ash's Primeape"", 'Erika', 'Koga', ""Koga's Golbat"", 'Blaine', ""Blaine's Magmar"", 'Ritchie', 'Zippo', 'Sparky', 'Corey', 'Neesha', 'Danny', ""Tracey's Scyther"", 'Tad', 'Luana', ""Drake's Dragonite"", ""Ash's Chikorita"", 'Falkner', 'Charla', 'Delia Ketchum', 'Molly Hale', 'Clair', 'Gary Oak', ""Harrison's Blaziken"", ""Noland's Articuno"", ""Iris's Dragonite"", 'Colress', ""Ash's Oshawott"", ""Jessie's Frillish"", ""James's Amoonguss"", ""Iris's Axew"", ""Cilan's Pansage"", 'Goh', ""Ash's Bulbasaur"", ""Casey's Chikorita"", 'Cross', 'Verity', 'Sorrel', 'Rudy', ""Ash's Squirtle""]",One-timer,Other,Movie
1729,Glacine,"['Jessie', 'James', 'Ash Ketchum', ""Ash's Pikachu"", 'Meowzie', ""Giovanni's Persian"", ""Jessie's Ekans"", ""James's Koffing"", 'Nurse Joy', 'Lt. Surge', ""Lt. Surge's Raichu"", 'Madame Muchmoney', 'Erica', ""Ash's Pidove"", ""Iris's Axew"", 'Colress', ""Jessie's Frillish"", ""James's Amoonguss"", ""James's Inkay"", 'Alexa', ""Serena's Fennekin"", 'Officer Jenny', ""Jessie's Wobbuffet"", 'Squishy', ""Clemont's Bunnelby"", ""Serena's Pancham"", ""Clemont's Chespin"", 'Malva', 'Alain', 'Mairin', 'Giant Rock', 'Diantha', ""Jessie's Mimikyu"", ""Ash's Rowlet"", ""Lana's Popplio"", ""Ash's Litten"", ""Matori's Meowth"", 'Matori', ""Goh's Eternatus"", 'Simon', 'Michelle', ""Misty's Togepi"", ""Brock's Onix"", 'Squirtle Squad', 'Giovanni', 'Carl', 'Koga', 'Sabrina', 'Butch', 'Cassidy', 'Attila', 'Hun', 'Oakley', 'Domino', 'Iron-Masked Marauder', 'Dr. Namba', 'Professor Sebastian', 'Rocket Scout', 'Jubei', 'Pierce', 'Dr. Zager', 'Gozu', 'Blaine']",One-timer,Other,Movie
1730,Donuke,"['Jessie', ""Jessie's Lickitung"", 'Ash Ketchum', 'James', ""Ash's Chikorita"", ""Ash's Pikachu"", 'Duplica', 'Goneff', ""Ash's Totodile"", ""Ash's Noctowl"", 'Cassidy', 'Butch', 'Rico', 'Harley', ""Brock's Happiny"", ""James's Mime Jr."", 'Paris', 'Hermione', ""Ash's Froakie"", ""Clemont's Bunnelby"", 'Dr. White', ""Serena's Fennekin"", 'Beatrice', 'Z2', 'Aliana', 'Celosia', 'Mable', 'Guzma', ""James's Mareanie"", ""Misty's Psyduck"", 'Narissa', ""Jessie's Pumpkaboo"", ""Jessie's Mimikyu"", 'Toren']",One-timer,Other,Movie
1731,Ravine,"['Nurse Joy', ""Ash's Pikachu"", 'Ash Ketchum', 'Lt. Surge', 'Dr. Proctor', 'Jessie', ""Nurse Joy's Blissey"", ""Ash's Treecko"", ""Jessie's Seviper"", 'Max', 'Brandon', ""Ash's Corphish"", ""Jessie's Wobbuffet"", ""Brock's Happiny"", ""Nurse Joy's Audino"", ""Goh's Scorbunny"", ""Ash's Riolu"", 'Cross']",One-timer,Other,Movie
1732,Manuke,"['Gary Oak', 'Ash Ketchum', 'Samurai', ""Ash's Heracross"", ""Ash's Muk"", ""Ash's Pikachu"", 'J', ""J's henchmen"", ""J's Salamence"", 'Goh']",One-timer,Other,Movie
1733,King of the People of the Vale,"[""Ash's Pidgeotto"", 'Mahri', 'Ash Ketchum', ""Ash's Pikachu""]",One-timer,Other,Movie
1734,Hero of Truth,"['Ash Ketchum', ""Ash's Pikachu"", 'Eusine', 'King of Pokélantis', 'Jaye', 'Cross', 'Bonji', 'Lillie']",One-timer,Other,Movie
1735,Malin,['Ash Ketchum'],One-timer,Other,Movie
1736,Mimi,"['Kellie', 'Callahan', 'Toren', 'Harriet', 'Mayor Oliver', 'Pokémon poacher', 'Margo']",One-timer,Other,Movie
1737,Kanata,"['Mia', 'Kellie', 'Toren', 'Risa', 'Mayor Oliver', 'Harriet', 'Margo']",One-timer,Other,Movie
1738,Keldeo,"['Toren', 'Risa', 'Mayor Oliver', 'Pokémon poacher', 'Margo']",One-timer,Pokémon,Movie
1739,Cobalion,"['Mayor Oliver', 'Callahan', 'Risa', 'Pokémon poacher']",One-timer,Pokémon,Movie
1740,Kyurem,"['Margo', 'Callahan', 'Risa', 'Harriet', 'Toren', 'Pokémon poacher']",One-timer,Pokémon,Movie
1741,Eric,"['Kellie', 'Callahan', 'Margo', 'Toren']",One-timer,Other,Movie
1742,Neva,"['Mia', 'Callahan', 'Toren']",One-timer,Other,Movie
1743,Diona,"['Margo', 'Risa']",One-timer,Other,Movie
1744,Yveltal,"['Pokémon poacher', 'Margo', 'Callahan', 'Risa', 'Mayor Oliver']",One-timer,Pokémon,Movie
1745,Dace,"['Nurse Joy', 'Jessie', 'James', 'Ash Ketchum', 'Paul', ""Nurse Joy's Comfey"", ""Ash's Pikachu""]",One-timer,Pokémon,Movie
1746,Argus Steel,"['Officer Jenny', 'Ash Ketchum', 'Pokémon poacher', 'Rico', 'Solana', 'Azure', 'Crimson', 'Matori']",One-timer,Other,Movie
1747,Merilyn,"['Harriet', 'Margo', 'Pokémon poacher', 'Callahan', 'Risa', 'Mayor Oliver']",One-timer,Other,Movie
1748,Riot,['Dr. Zed'],One-timer,Other,Movie
1749,Wikstrom,"['Sharon', ""Ash's Pikachu"", 'Officer Jenny', 'Grings Kodai', 'J', 'Alva', 'Iron-Masked Marauder', 'Dr. Yung']",Recurring,Elite Four,Movie
1750,Uschi,['Dr. Zed'],One-timer,Other,Movie
1751,Ghris,['Dr. Zed'],One-timer,Other,Movie
1752,Alva,"['Todd Snap', 'Rita']",One-timer,Other,Movie
1753,Kimia,['Phil'],One-timer,Other,Movie
1754,Raleigh,"[""Ash's Pikachu"", 'Ash Ketchum']",One-timer,Other,Movie
1755,Cherie,"[""Ash's Pikachu"", 'Ash Ketchum']",One-timer,Other,Movie
1756,Levi,"['Tracey Sketchit', 'Wilhomena', 'Pietra', 'Lola', 'Max', ""Ash's Corphish"", ""Dawn's Piplup"", 'Harriet', 'Trixie', 'Elijah', 'Solana', 'Nando', ""Clemont's Chespin"", ""Clemont's Bunnelby"", 'Monsieur Pierre']",One-timer,Other,Movie
1757,Nikola,[],One-timer,Other,Movie
1758,Flamel,"['Cullen Calix', 'Ash Ketchum', ""Ash's Pikachu"", 'Jessie', 'James', 'Giovanni', 'Carl', 'Koga', 'Lt. Surge', 'Sabrina', 'Butch', 'Cassidy', 'Attila', 'Hun', 'Oakley', 'Iron-Masked Marauder', 'Dr. Namba', 'Professor Sebastian', 'Rocket Scout', 'Jubei', 'Matori', 'Pierce', 'Dr. Zager', 'Gozu', 'Blaine']",One-timer,Other,Movie
1759,Volcanion,"['Luka Carson', 'Ash Ketchum', 'Cullen Calix']",One-timer,Pokémon,Movie
1760,Magearna,"['Luna Carson', 'Ash Ketchum', 'Cullen Calix']",One-timer,Pokémon,Movie
1761,Ash,"['Domino', 'Luna Carson', 'Ash Ketchum']",Recurring,Other,Movie
1762,Jessie,"[""Lance's Gyarados"", 'Lance', 'Officer Jenny', 'Attila', 'Hun', 'Giovanni', 'Carl', 'Jessie', 'James', 'Koga', 'Lt. Surge', 'Sabrina', 'Butch', 'Cassidy', 'Oakley', 'Domino', 'Iron-Masked Marauder', 'Dr. Namba', 'Rocket Scout', 'Jubei', 'Matori', 'Pierce', 'Dr. Zager', 'Gozu', 'Blaine']",Recurring,Team Rocket,Movie
1763,James,"['Hun', 'Pokémon poacher', 'Professor Sebastian', 'Vincent', 'Little Miss', 'Eusine', 'Giovanni', 'Carl', 'Jessie', 'James', 'Koga', 'Lt. Surge', 'Sabrina', 'Butch', 'Cassidy', 'Oakley', 'Domino', 'Iron-Masked Marauder', 'Dr. Namba', 'Rocket Scout', 'Jubei', 'Matori', 'Pierce', 'Dr. Zager', 'Gozu', 'Blaine']",Recurring,Team Rocket,Movie
